topic_id,top_words,representative_doc_rank,representative_text,expert_label,include_exclude,comment
44,"toxins, chemistry, mushrooms, toxic, toxicology, inocybe, mushroom, muscarine, substances, edulitin",1,"Chemistry and Toxicology of Major Bioactive Substances in Inocybe Mushrooms.. Mushroom poisoning has always been a threat to human health. There are a large number of reports about ingestion of poisonous mushrooms every year around the world. It attracts the attention of researchers, especially in the aspects of toxin composition, toxic mechanism and toxin application in poisonous mushroom. Inocybe is a large genus of mushrooms and contains toxic substances including muscarine, psilocybin, psilocin, aeruginascin, lectins and baeocystin. In order to prevent and remedy mushroom poisoning, it is ","Mushroom toxins: chemistry, toxicology, and mechanisms",INCLUDE,"Strong review-level cluster on chemical classes, toxic mechanisms, and toxicology of major mushroom toxins, including Inocybe/muscarine."
44,"toxins, chemistry, mushrooms, toxic, toxicology, inocybe, mushroom, muscarine, substances, edulitin",2,"Mushroom Toxins: Chemistry and Toxicology.. Mushroom consumption is a global tradition that is still gaining popularity. However, foraging for wild mushrooms and accidental ingestion of toxic mushrooms can result in serious illness and even death. The early diagnosis and treatment of mushroom poisoning are quite difficult, as the symptoms are similar to those caused by common diseases. Chemically, mushroom poisoning is related to very powerful toxins, suggesting that the isolation and identification of toxins have great research value, especially in determining the lethal components of toxic m","Mushroom toxins: chemistry, toxicology, and mechanisms",INCLUDE,"Strong review-level cluster on chemical classes, toxic mechanisms, and toxicology of major mushroom toxins, including Inocybe/muscarine."
44,"toxins, chemistry, mushrooms, toxic, toxicology, inocybe, mushroom, muscarine, substances, edulitin",3,"The most dreadful mushroom toxins: a review of their toxicological mechanisms, chemical structural characteristics, and treatment.. Mushroom consumption is a worldwide custom that continues to grow in popularity. On the other hand, foraging for wild mushrooms can lead to serious disease and even death if deadly mushrooms are accidentally consumed. Mushroom poisoning is difficult to diagnose and treat since the symptoms are similar to those of other disorders. In terms of chemistry, mushroom poisoning is associated with extraordinarily strong toxins, meaning that isolating and identifying toxin","Mushroom toxins: chemistry, toxicology, and mechanisms",INCLUDE,"Strong review-level cluster on chemical classes, toxic mechanisms, and toxicology of major mushroom toxins, including Inocybe/muscarine."
45,"amanita, muscaria, vidua, cap, poisoning, virosa, mushroom, case, panther, toxic",1,"Panther cap Amanita pantherina poisoning case report and review.. An analysis of patients with mushroom poisoning hospitalized in the Clinic of Toxicology in Cracow revealed that only a small percentage of cases had been caused by the death cap Amanita phalloides (Vaill. ex Fr.) Secr. The most important factors contributing to intoxication are confusion of toxic mushrooms with edible species, and non-specific mushroom poisoning. The genus Amanita has a global distribution and is one of the most well-known genera of macrofungi. Active toxins present in the panther cap (A. pantherina) (DC ex Fr.",Amanita non-phalloides poisoning syndromes,INCLUDE,"Mushroom-specific cluster involving Amanita pantherina, A. muscaria, A. vidua, and other Amanita poisoning case reports."
45,"amanita, muscaria, vidua, cap, poisoning, virosa, mushroom, case, panther, toxic",2,"A rare case of Amanita vidua poisoning.. The similarities between poisonous and edible mushrooms, combined with the inexperience of foragers, increase the risk of mushroom poisoning. Amatoxin-containing mushrooms are responsible for most fatal mushroom poisonings. However, there is limited clinical data regarding the toxin content of certain Amanita species, such as Amanita vidua, and the severity of poisoning they may cause if consumed. This case report presents the first documented instance of poisoning from A. vidua in the literature. A 72-year-old woman mistakenly consumed a toxic A. vidua",Amanita non-phalloides poisoning syndromes,INCLUDE,"Mushroom-specific cluster involving Amanita pantherina, A. muscaria, A. vidua, and other Amanita poisoning case reports."
45,"amanita, muscaria, vidua, cap, poisoning, virosa, mushroom, case, panther, toxic",3,"The Deceptive Mushroom: Accidental Amanita muscaria Poisoning.. Amanita muscaria is considered to be one of the most remarkable and beautiful mushrooms. It has a red or orange cap covered with small white plaques and its distinctive appearance makes accidental and severe intoxication very rare. Its consumption is sometimes used as a means of suicide or it can be consumed for its psychedelic effects, and in some cases, it can be mistaken for edible species. In this paper, we will discuss a patient who fell into a coma after accidental Amanita muscaria poisoning. Rapid identification of the mush",Amanita non-phalloides poisoning syndromes,INCLUDE,"Mushroom-specific cluster involving Amanita pantherina, A. muscaria, A. vidua, and other Amanita poisoning case reports."
46,"rna, brucei, transcription, gene, trypanosoma, spliced, promoter, leader, ii, genes",1,"In-vitro competition analysis of procyclin gene and variant surface glycoprotein gene expression site transcription in Trypanosoma brucei.. In Trypanosoma brucei, alpha-amanitin-resistant transcription characteristic of RNA polymerase I is initiated at ribosomal RNA gene (RRNA), procyclin gene (GPEET or EP1), and variant surface glycoprotein gene expression site (VSG ES) promoters. The three promoter types do not share obvious sequence homologies, but contain a proximal domain I and a distal domain II within 80 bp upstream of the transcription initiation site. RRNA, GPEET and EP1, but not the ",Trypanosome transcription biology unrelated to mushroom poisoning,EXCLUDE,Trypanosoma transcription/RNA polymerase studies; alpha-amanitin is an experimental inhibitor and not a mushroom-poisoning focus.
46,"rna, brucei, transcription, gene, trypanosoma, spliced, promoter, leader, ii, genes",2,"Actively transcribing RNA polymerase II concentrates on spliced leader genes in the nucleus of Trypanosoma cruzi.. RNA polymerase II of trypanosomes, early diverging eukaryotes, transcribes long polycistronic messages, which are not capped but are processed by trans-splicing and polyadenylation to form mature mRNAs. The same RNA polymerase II also transcribes the genes coding for the spliced leader RNA, which are capped, exported to the cytoplasm, processed, and reimported into the nucleus before they are used as splicing donors to form mRNAs from pre-mRNA polycistronic transcripts. As pre-mRN",Trypanosome transcription biology unrelated to mushroom poisoning,EXCLUDE,Trypanosoma transcription/RNA polymerase studies; alpha-amanitin is an experimental inhibitor and not a mushroom-poisoning focus.
46,"rna, brucei, transcription, gene, trypanosoma, spliced, promoter, leader, ii, genes",3,"RNA polymerase I transcribes procyclin genes and variant surface glycoprotein gene expression sites in Trypanosoma brucei.. In eukaryotes, RNA polymerase (pol) I exclusively transcribes the large rRNA gene unit (rDNA) and mRNA is synthesized by RNA pol II. The African trypanosome, Trypanosoma brucei, represents an exception to this rule. In this organism, transcription of genes encoding the variant surface glycoprotein (VSG) and the procyclins is resistant to alpha-amanitin, indicating that it is mediated by RNA pol I, while other protein-coding genes are transcribed by RNA pol II. To obtain f",Trypanosome transcription biology unrelated to mushroom poisoning,EXCLUDE,Trypanosoma transcription/RNA polymerase studies; alpha-amanitin is an experimental inhibitor and not a mushroom-poisoning focus.
47,"brunneoincarnata, lepiota, mushrooms, patient, poisoning, china, mushroom, mg, ingestion, wild",1,"A Case Study: Rare Lepiota brunneoincarnata Poisoning.. Amatoxin poisoning from the genus Lepiota may have a deadly outcome, although this is not seen as often as it is from the genus Amanita. In this report, we present a patient who was poisoned by a sublethal dose of Lepiota brunneoincarnata mushrooms. The patient was hospitalized 12 hours after eating the mushrooms. The patient's transaminase levels increased dramatically starting on day 4. Aspartate transaminase peaked at 78 hours. Starting at 1265 IU/L, alanine transaminase peaked at 90 hours at 5124 IU/L. The patient was discharged on da",Lepiota brunneoincarnata amatoxin poisoning,INCLUDE,Mushroom-specific clinical cluster focused on Lepiota brunneoincarnata poisoning with hepatic and renal injury.
47,"brunneoincarnata, lepiota, mushrooms, patient, poisoning, china, mushroom, mg, ingestion, wild",2,"A case study of Lepiota brunneoincarnata poisoning with endoscopic nasobiliary drainage in Shandong, China.. The most frequently reported fatal Lepiota ingestions are due to L. brunneoincarnata. We present a case of L. brunneoincarnata poisoning with endoscopic nasobiliary drainage known to be the first in China. The patient suffered gastrointestinal symptoms 9 h post ingestion of mushrooms. The patient was hospitalized 4 days after eating the mushrooms with jaundice. The peak ALT, AST, APTT, TBIL and DBIL values of the patient were as follow: ALT, 2980 U/L (day 4 post ingestion); AST, 1910 U/",Lepiota brunneoincarnata amatoxin poisoning,INCLUDE,Mushroom-specific clinical cluster focused on Lepiota brunneoincarnata poisoning with hepatic and renal injury.
47,"brunneoincarnata, lepiota, mushrooms, patient, poisoning, china, mushroom, mg, ingestion, wild",3,"Acute hepatic and kidney injury after ingestion of Lepiota brunneoincarnata: Report of 2 cases.. Lepiota brunneoincarnata is a highly toxic mushroom species known to cause acute liver failure. However, there are limited reports investigating L. brunneoincarnata causing acute hepatic and renal damage. The present article reports 2 cases of L. brunneoincarnata poisoning in a mother and son from Chuxiong City, Yunnan Province, China. Both patients presented with gastrointestinal symptoms approximately 8-9 h after ingesting the suspect mushrooms and sought medical attention 27-28 h post-ingestion,",Lepiota brunneoincarnata amatoxin poisoning,INCLUDE,Mushroom-specific clinical cluster focused on Lepiota brunneoincarnata poisoning with hepatic and renal injury.
48,"drosophila, tolerance, resistance, feeding, melanogaster, 20e, host, toxin, pcd, amanitin",1,"The mechanisms underlying α-amanitin resistance in Drosophila melanogaster: a microarray analysis.. The rapid evolution of toxin resistance in animals has important consequences for the ecology of species and our economy. Pesticide resistance in insects has been a subject of intensive study; however, very little is known about how Drosophila species became resistant to natural toxins with ecological relevance, such as α-amanitin that is produced in deadly poisonous mushrooms. Here we performed a microarray study to elucidate the genes, chromosomal loci, molecular functions, biological processe",Alpha-amanitin tolerance in mycophagous Drosophila,PARTIAL,Ecological/evolutionary toxin-resistance cluster related to mushroom toxin exposure but not human poisoning; include only as peripheral toxin-ecology evidence.
48,"drosophila, tolerance, resistance, feeding, melanogaster, 20e, host, toxin, pcd, amanitin",2,"Distribution and mechanism of α-amanitin tolerance in mycophagous Drosophila (Diptera: Drosophilidae).. Many mycophagous species of Drosophila can tolerate the mushroom poison α-amanitin in wild mushrooms and in artificial diet. We conducted feeding assays with sixteen Drosophila species and α-amanitin in artificial diet to better determine the phylogenetic distribution of this tolerance. For eight tolerant and one related susceptible species, we sequenced the gene encoding the large subunit of RNA Polymerase II, which is the target site of α-amanitin. We found no differences in the gene that ",Alpha-amanitin tolerance in mycophagous Drosophila,PARTIAL,Ecological/evolutionary toxin-resistance cluster related to mushroom toxin exposure but not human poisoning; include only as peripheral toxin-ecology evidence.
48,"drosophila, tolerance, resistance, feeding, melanogaster, 20e, host, toxin, pcd, amanitin",3,"Effect of gut microbiota on α-amanitin tolerance in Drosophila tripunctata .. The bacterial gut microbiota of many animals is known to be important for many physiological functions including detoxification. The selective pressures imposed on insects by exposure to toxins may also be selective pressures on their symbiotic bacteria, who thus may contribute to the mechanism of toxin tolerance for the insect. Amatoxins are a class of cyclopeptide mushroom toxins that primarily act by binding to RNA polymerase II and inhibiting transcription. Several species of mycophagous Drosophila are tolerant t",Alpha-amanitin tolerance in mycophagous Drosophila,PARTIAL,Ecological/evolutionary toxin-resistance cluster related to mushroom toxin exposure but not human poisoning; include only as peripheral toxin-ecology evidence.
49,"acromelalga, clitocybe, nicotinic, erythromelalgia, muscarinic, inocybe, mushroom, mushrooms, cholinergic, species",1,Therapeutic potential of nicotinic acid in erythromelalgia associated with Clitocybe acromelalga intoxication. .,Clitocybe/Paralepistopsis acromelalga erythromelalgia,INCLUDE,Mushroom-specific neurovascular/toxic syndrome cluster focused on erythromelalgia after Clitocybe/Paralepistopsis acromelalga ingestion.
49,"acromelalga, clitocybe, nicotinic, erythromelalgia, muscarinic, inocybe, mushroom, mushrooms, cholinergic, species",2,"Erythromelalgia associated with Clitocybe acromelalga intoxication.. Erythromelalgia is a rare disorder characterized by reddening, severe burning pain, and swelling of the extremities. Food poisoning by Clitocybe acromelalga, a poisonous mushroom, is known to induce erythromelalgia; however, its treatment protocol remains unclear. We describe here three cases of erythromelalgia following the consumption of C. acromelalga with varying clinical courses. Of the three patients, the first patient presented 22 days after the onset of erythromelalgia; although he was treated with aspirin, numbness i",Clitocybe/Paralepistopsis acromelalga erythromelalgia,INCLUDE,Mushroom-specific neurovascular/toxic syndrome cluster focused on erythromelalgia after Clitocybe/Paralepistopsis acromelalga ingestion.
49,"acromelalga, clitocybe, nicotinic, erythromelalgia, muscarinic, inocybe, mushroom, mushrooms, cholinergic, species",3,"Nicotinic acid treatment for Paralepistopsis acromelalga intoxication: assessment using magnetic resonance imaging.. Paralepistopsis acromelalga, formerly known as Clitocybe acromelalga, is a rare poisonous mushroom. The mycotoxins in this mushroom cause symptoms resembling those of erythromelalgia; however, its pathogenesis remains unclear. In this report, a patient who received nicotinic acid treatment for P. acromelalga poisoning and radiological evaluation for erythromelalgia has been presented. Case detail: A 59-year-old woman was hospitalized for redness, swelling, and burning pain in he",Clitocybe/Paralepistopsis acromelalga erythromelalgia,INCLUDE,Mushroom-specific neurovascular/toxic syndrome cluster focused on erythromelalgia after Clitocybe/Paralepistopsis acromelalga ingestion.
50,"mars, phalloides, liver, transplantation, amanita, treatment, ecad, failure, patients, poisoning",1,"Early initiation of MARS® dialysis in Amanita phalloides-induced acute liver injury prevents liver transplantation.. Amanita phalloides is the most relevant mushroom intoxication leading to acute liver failure. The two principal groups of toxins, the amatoxins and the phallotoxins, are small oligopeptides highly resistant to chemical and physical influences. The amatoxins inhibit eukaryotic RNA polymerase II causing transcription arrest affecting mainly metabolically highly active cells like hepatocytes and renal cells. The clinically most characteristic symptom is a 6-40 h lag phase before on",MARS and extracorporeal liver support in Amanita poisoning,INCLUDE,Mushroom-specific therapeutic cluster focused on molecular adsorbent recirculating system and extracorporeal liver support for Amanita-induced acute liver injury.
50,"mars, phalloides, liver, transplantation, amanita, treatment, ecad, failure, patients, poisoning",2,"Early molecular adsorbents recirculating system treatment of Amanita mushroom poisoning.. Acute poisoning due to ingestion of hepatotoxic Amanita sp. mushrooms can result in a spectrum of symptoms, from mild gastrointestinal discomfort to life-threatening acute liver failure. With conventional treatment, Amanita phalloides mushroom poisoning carries a substantial risk of mortality and many patients require liver transplantation. The molecular adsorbent recirculating system (MARS) is an artificial liver support system that can partly compensate for the detoxifying function of the liver by remov",MARS and extracorporeal liver support in Amanita poisoning,INCLUDE,Mushroom-specific therapeutic cluster focused on molecular adsorbent recirculating system and extracorporeal liver support for Amanita-induced acute liver injury.
50,"mars, phalloides, liver, transplantation, amanita, treatment, ecad, failure, patients, poisoning",3,"Use of the molecular adsorbent recirculating system (MARS™) for the management of acute poisoning with or without liver failure.. There is an increasing interest in recent developments in bioartificial and non-bioartificial devices, so called extracorporeal liver assist devices, which are now used widely not only to increase drug elimination, but also to enhance the removal of endogenous substances in acute liver failure. Most of the non-bioartificial techniques are based on the principle of albumin dialysis. The objective is to remove albumin-bound substances that could play a role in the pat",MARS and extracorporeal liver support in Amanita poisoning,INCLUDE,Mushroom-specific therapeutic cluster focused on molecular adsorbent recirculating system and extracorporeal liver support for Amanita-induced acute liver injury.
51,"memory, gaba, reconsolidation, hippocampus, retrieval, synthesis, conditioned, down, fear, uncoupling",1,"GABA induces activity dependent delayed-onset uncoupling of GABA/benzodiazepine site interactions in neocortical neurons.. Changes in the function of type A gamma-aminobutyric acid receptors (GABA(A)Rs) are associated with neuronal development and tolerance to the sedative-hypnotic effects of GABA(A)R positive modulators. Persistent activation of GABA(A)Rs by millimolar concentrations of GABA occurs under physiological conditions as GABAergic fast-spiking neurons in neocortex and cerebellum exhibit basal firing rates of 5 to 50 Hz and intermittent rates up to 250 Hz, leaving a substantial frac","GABA, memory consolidation, and neurobiology unrelated to mushroom poisoning",EXCLUDE,Basic neurobiology and memory reconsolidation literature; not mushroom-poisoning relevant.
51,"memory, gaba, reconsolidation, hippocampus, retrieval, synthesis, conditioned, down, fear, uncoupling",2,"Two time periods of hippocampal mRNA synthesis are required for memory consolidation of fear-motivated learning.. Information storage in the brain is a temporally graded process involving different memory types or phases. It has been assumed for over a century that one or more short-term memory (STM) processes are involved in processing new information while long-term memory (LTM) is being formed. It has been repeatedly reported that LTM requires de novo RNA synthesis around the time of training. Here we show that LTM formation of a one-trial inhibitory avoidance training in rats, a hippocampa","GABA, memory consolidation, and neurobiology unrelated to mushroom poisoning",EXCLUDE,Basic neurobiology and memory reconsolidation literature; not mushroom-poisoning relevant.
51,"memory, gaba, reconsolidation, hippocampus, retrieval, synthesis, conditioned, down, fear, uncoupling",3,"State-dependent effect of dopamine D₁/D₅ receptors inactivation on memory destabilization and reconsolidation.. Object recognition memories (ORM) can incorporate new information upon reactivation. This update initially involves destabilization of the original memory, which is followed by restabilization of the upgraded engram through a reconsolidation process that requires gene expression and protein synthesis in the hippocampus. We found that when given in dorsal CA1 either immediately after training or 15 min before ORM reactivation in the presence of a novel object, the dopamine D1/D5 recep","GABA, memory consolidation, and neurobiology unrelated to mushroom poisoning",EXCLUDE,Basic neurobiology and memory reconsolidation literature; not mushroom-poisoning relevant.
52,"peptides, peptide, substrates, macrocyclization, amino, bicyclic, enzyme, residues, precursor, cyclic",1,"Characterization of a dual function macrocyclase enables design and use of efficient macrocyclization substrates.. Peptide macrocycles are promising therapeutic molecules because they are protease resistant, structurally rigid, membrane permeable, and capable of modulating protein-protein interactions. Here, we report the characterization of the dual function macrocyclase-peptidase enzyme involved in the biosynthesis of the highly toxic amanitin toxin family of macrocycles. The enzyme first removes 10 residues from the N-terminus of a 35-residue substrate. Conformational trapping of the 25 ami",Amatoxin peptide biosynthesis and macrocyclization,INCLUDE,"Relevant toxin-biosynthesis cluster focused on amanitin macrocyclization, POPB/prolyl oligopeptidase, and cyclic peptide chemistry."
52,"peptides, peptide, substrates, macrocyclization, amino, bicyclic, enzyme, residues, precursor, cyclic",2,"Intraannular Savige-Fontana reaction: one-step conversion of one class of monocyclic peptides into another class of bicyclic peptides.. Cyclisation and cross-linking strategies are important for the synthesis of cyclic and bicyclic peptides. These macrolactams are of great interest due to their increased biological activity compared to linear analogues. Herein, we describe the synthesis of a cyclic peptide containing an Hpi toxicophore, reminiscent of phakellistatins and omphalotins. The first intraannular cross-linking of such a peptide is then presented: using neat TFA to catalyse a Savige-F",Amatoxin peptide biosynthesis and macrocyclization,INCLUDE,"Relevant toxin-biosynthesis cluster focused on amanitin macrocyclization, POPB/prolyl oligopeptidase, and cyclic peptide chemistry."
52,"peptides, peptide, substrates, macrocyclization, amino, bicyclic, enzyme, residues, precursor, cyclic",3,"Versatility of Prolyl Oligopeptidase B in Peptide Macrocyclization.. Cyclic peptides are promising compounds for new chemical biological tools and therapeutics due to their structural diversity, resistance to proteases, and membrane permeability. Amatoxins, the toxic principles of poisonous mushrooms, are biosynthesized on ribosomes as 35mer precursor peptides, which are ultimately converted to hydroxylated bicyclic octapeptides. The initial cyclization steps, catalyzed by a dedicated prolyl oligopeptidase (POPB), involves removal of the 10-amino acid leader sequence from the precursor peptide",Amatoxin peptide biosynthesis and macrocyclization,INCLUDE,"Relevant toxin-biosynthesis cluster focused on amanitin macrocyclization, POPB/prolyl oligopeptidase, and cyclic peptide chemistry."
53,"oatp1b2, phalloidin, mice, null, uptake, oatp1b1, etoh, sba, enos, endothelial",1,"In vivo relevance of Mrp2-mediated biliary excretion of the Amanita mushroom toxin demethylphalloin.. To determine which efflux carriers are involved in hepatic phalloidin elimination, hepatobiliary [(3)H]-demethylphalloin (DMP) excretion was studied in normal Wistar rats and in Mrp2 deficient TR(-) Wistar rats as well as in normal wild-type FVB mice, Mdr1a,b(-/-) knockout mice, and Bcrp1(-/-) knockout mice by in situ bile duct/gallbladder cannulation. A subtoxic dose of 0.03 mg DMP/kg b.w. was used, which did not induce cholestasis in any tested animal. Excretion of DMP into bile was not alte",Phalloidin/demethylphalloin transport and hepatic uptake mechanisms,INCLUDE,Mechanistic mushroom-toxin pharmacology cluster focused on OATP/Mrp2-mediated hepatic uptake and excretion of phalloidin-related toxins.
53,"oatp1b2, phalloidin, mice, null, uptake, oatp1b1, etoh, sba, enos, endothelial",2,"Elucidation of OATP1B1 and 1B3 transporter function using transgenic rodent models and commonly known single nucleotide polymorphisms.. The clearance of many drugs from the blood into the liver, such as the statins, is dependent on the organic anion transporting polypeptides (OATPs). Patients with *5 and *15 polymorphisms of OATP1B1 remove less of the statin as it traverses the liver and thus more reaches the rest of the body, including the skeletal muscle where it can cause myalgia, myopathy, and rhabdomyolysis. OATP1B1 polymorphisms also affect the pharmacokinetics of anticancer drugs (metho",Phalloidin/demethylphalloin transport and hepatic uptake mechanisms,INCLUDE,Mechanistic mushroom-toxin pharmacology cluster focused on OATP/Mrp2-mediated hepatic uptake and excretion of phalloidin-related toxins.
53,"oatp1b2, phalloidin, mice, null, uptake, oatp1b1, etoh, sba, enos, endothelial",3,"Characterization of organic anion transporting polypeptide 1b2-null mice: essential role in hepatic uptake/toxicity of phalloidin and microcystin-LR.. The liver-specific importer organic anion transporting polypeptide 1b2 (Oatp1b2, Slco1b2, also known as Oatp4 and Lst-1) and its human orthologs OATP1B1/1B3 transport a large variety of chemicals. Oatp1b2-null mice were engineered by homologous recombination and their phenotype was characterized. Oatp1b2 protein was absent in livers of Oatp1b2-null mice. Oatp1b2-null mice develop normally and breed well. However, adult Oatp1b2-null mice had mode",Phalloidin/demethylphalloin transport and hepatic uptake mechanisms,INCLUDE,Mechanistic mushroom-toxin pharmacology cluster focused on OATP/Mrp2-mediated hepatic uptake and excretion of phalloidin-related toxins.
54,"children, fulminant, hepatic, cent, hepatitis, failure, necrosis, per, liver, in",1,"Clinicopathologic spectrum of massive and submassive hepatic necrosis in infants and children.. Clinicopathologic features of 45 patients with fulminant hepatic failure due to massive or submassive hepatic necrosis were studied. Both percutaneous biopsies and liver explants were available in 23 patients, whole livers only in 11 cases, and biopsies only in 11 cases. An etiologic diagnosis was established in 16 cases (36%). A further 3 cases (7%) were associated with aplastic anemia. Established etiologies included drug reactions (n = 7); autoimmune hepatitis, type 2 (n = 3); halothane hepatitis",General pediatric fulminant hepatic failure,EXCLUDE,Dominated by pediatric fulminant hepatic failure of mixed/non-mushroom etiologies; not sufficiently mushroom-specific.
54,"children, fulminant, hepatic, cent, hepatitis, failure, necrosis, per, liver, in",2,"Fulminant hepatic failure in children: etiology, histopathology and MDCT findings.. The purpose of this study is to determine the etiologies, histopathology and MDCT findings of children with fulminant hepatic failure admitted to our institution. Between June 2004 and November 2006, 15 children with fulminant hepatic failure who underwent MDCT were included retrospectively in this study. Twelve patients had liver biopsies. The patients were divided into three groups as hyperacute (Group I), acute (Group II) and subacute (Group III) depending on onset of hepatic encephalopathy. Hepatitis A in 4",General pediatric fulminant hepatic failure,EXCLUDE,Dominated by pediatric fulminant hepatic failure of mixed/non-mushroom etiologies; not sufficiently mushroom-specific.
54,"children, fulminant, hepatic, cent, hepatitis, failure, necrosis, per, liver, in",3,"Our experience with fulminant hepatic failure in Turkish children: etiology and outcome.. Fulminant hepatic failure is a rare and devastating event during childhood. The etiology of liver failure is reported to change according to age and geographical location. We aimed to investigate, retrospectively, causes and outcome of fulminant hepatic failure in Turkish children. Thirty-four children with fulminant hepatic failure were analysed by means of etiology and outcome. Etiological factor, clinical presentation, encephalopathy stage and biochemical parameters were correlated with outcome. Acute ",General pediatric fulminant hepatic failure,EXCLUDE,Dominated by pediatric fulminant hepatic failure of mixed/non-mushroom etiologies; not sufficiently mushroom-specific.
55,"acute, hepatitis, failure, ingestion, mushroom, hepatic, autoimmune, poisoning, liver, cap",1,Acute liver failure after ingestion of death cap mushrooms. .,Death-cap mushroom acute hepatic failure,INCLUDE,Mushroom-specific clinical cluster focused on death-cap/wild mushroom ingestion causing acute liver failure.
55,"acute, hepatitis, failure, ingestion, mushroom, hepatic, autoimmune, poisoning, liver, cap",2,Acute hepatic failure after ingestion of mushrooms. .,Death-cap mushroom acute hepatic failure,INCLUDE,Mushroom-specific clinical cluster focused on death-cap/wild mushroom ingestion causing acute liver failure.
55,"acute, hepatitis, failure, ingestion, mushroom, hepatic, autoimmune, poisoning, liver, cap",3,Type I autoimmune hepatitis presenting with acute liver failure in the setting of wild mushroom ingestion. .,Death-cap mushroom acute hepatic failure,INCLUDE,Mushroom-specific clinical cluster focused on death-cap/wild mushroom ingestion causing acute liver failure.
